1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	
1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	
2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	2.965116874340886	
3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	3.5896753319886554	
4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	4.057923530837147	
4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	4.3029688710508625	
4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	4.606374591733303	
4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	4.849030910524322	
5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	5.1746204015603725	
5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	5.399529704068503	
5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	5.6070332790684185	
5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	5.822045207111093	
6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	6.033644247407058	
6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	6.271522523352685	
6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	6.489606050367398	
6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	6.6837993631551464	
7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	7.053073817349073	
7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	7.383441351230517	
1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	1.8695799076472577	
1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	1.9931264440781278	
